Datetime,temperature(°C),temperature(°F),humidity(%),pressure(hPa)
18:28:09 15/01/2024, 17.06, 62.70, 49.45, 987.60
18:28:19 15/01/2024, 17.05, 62.69, 49.48, 987.57
18:28:29 15/01/2024, 17.06, 62.70, 49.45, 987.55
18:28:39 15/01/2024, 17.05, 62.68, 49.48, 987.50
18:28:49 15/01/2024, 17.05, 62.69, 49.47, 987.57
18:29:00 15/01/2024, 17.05, 62.69, 49.49, 987.57
18:29:10 15/01/2024, 17.05, 62.69, 49.52, 987.62
18:29:20 15/01/2024, 17.05, 62.69, 49.52, 987.68
18:29:30 15/01/2024, 17.04, 62.67, 49.53, 987.54
18:29:40 15/01/2024, 17.04, 62.68, 49.56, 987.61
18:29:50 15/01/2024, 17.04, 62.67, 49.55, 987.49
18:30:00 15/01/2024, 17.05, 62.69, 49.57, 987.62
18:30:10 15/01/2024, 17.05, 62.69, 49.55, 987.68
18:30:20 15/01/2024, 17.06, 62.71, 49.55, 987.69
18:30:30 15/01/2024, 17.06, 62.71, 49.53, 987.67
18:30:40 15/01/2024, 17.06, 62.71, 49.53, 987.58
18:30:50 15/01/2024, 17.07, 62.73, 49.49, 987.54
18:31:00 15/01/2024, 17.10, 62.78, 49.49, 987.56
18:31:10 15/01/2024, 17.10, 62.79, 49.48, 987.54
18:31:20 15/01/2024, 17.11, 62.79, 49.48, 987.55
18:31:30 15/01/2024, 17.12, 62.82, 49.43, 987.60
18:31:40 15/01/2024, 17.12, 62.82, 49.42, 987.54
18:31:50 15/01/2024, 17.14, 62.86, 49.39, 987.60
18:32:00 15/01/2024, 17.14, 62.85, 49.38, 987.57
18:32:10 15/01/2024, 17.14, 62.85, 49.40, 987.62
18:32:20 15/01/2024, 17.13, 62.84, 49.41, 987.59
18:32:30 15/01/2024, 17.14, 62.86, 49.41, 987.52
18:32:40 15/01/2024, 17.15, 62.88, 49.38, 987.51
18:32:50 15/01/2024, 17.16, 62.89, 49.35, 987.57
18:33:00 15/01/2024, 17.18, 62.93, 49.35, 987.53
18:33:10 15/01/2024, 17.19, 62.95, 49.30, 987.63
18:33:20 15/01/2024, 17.20, 62.97, 49.29, 987.56
18:33:30 15/01/2024, 17.20, 62.96, 49.29, 987.58
18:33:40 15/01/2024, 17.23, 63.01, 49.28, 987.62
18:33:50 15/01/2024, 17.24, 63.02, 49.23, 987.58
18:34:00 15/01/2024, 17.24, 63.02, 49.21, 987.53
18:34:10 15/01/2024, 17.25, 63.04, 49.21, 987.65
18:34:21 15/01/2024, 17.26, 63.06, 49.19, 987.67
18:34:31 15/01/2024, 17.25, 63.04, 49.19, 987.60
18:34:41 15/01/2024, 17.25, 63.05, 49.19, 987.55
18:34:51 15/01/2024, 17.26, 63.07, 49.20, 987.62
18:35:01 15/01/2024, 17.26, 63.06, 49.19, 987.61
18:35:11 15/01/2024, 17.26, 63.06, 49.21, 987.64
18:35:21 15/01/2024, 17.26, 63.06, 49.19, 987.72
18:35:31 15/01/2024, 17.27, 63.08, 49.18, 987.69
18:35:41 15/01/2024, 17.29, 63.12, 49.15, 987.72
18:35:51 15/01/2024, 17.29, 63.12, 49.17, 987.72
18:36:01 15/01/2024, 17.30, 63.13, 49.15, 987.68
18:36:11 15/01/2024, 17.29, 63.12, 49.14, 987.73
18:36:21 15/01/2024, 17.29, 63.12, 49.13, 987.59
18:36:31 15/01/2024, 17.31, 63.15, 49.12, 987.69
18:36:41 15/01/2024, 17.32, 63.18, 49.10, 987.69
18:36:51 15/01/2024, 17.34, 63.21, 49.09, 987.61
18:37:01 15/01/2024, 17.34, 63.21, 49.08, 987.63
18:37:11 15/01/2024, 17.34, 63.22, 49.09, 987.64
18:37:21 15/01/2024, 17.35, 63.23, 49.07, 987.63
18:37:31 15/01/2024, 17.35, 63.23, 49.06, 987.63
18:37:41 15/01/2024, 17.37, 63.26, 49.03, 987.63
18:37:51 15/01/2024, 17.38, 63.29, 49.01, 987.65
18:38:01 15/01/2024, 17.39, 63.30, 49.00, 987.52
18:38:11 15/01/2024, 17.40, 63.32, 48.98, 987.62
18:38:21 15/01/2024, 17.42, 63.35, 48.94, 987.62
18:38:31 15/01/2024, 17.42, 63.35, 48.91, 987.71
18:38:41 15/01/2024, 17.42, 63.36, 48.90, 987.58
18:38:51 15/01/2024, 17.44, 63.39, 48.87, 987.63
18:39:01 15/01/2024, 17.45, 63.41, 48.86, 987.59
18:39:11 15/01/2024, 17.45, 63.41, 48.86, 987.62
18:39:21 15/01/2024, 17.45, 63.41, 48.86, 987.62
18:39:31 15/01/2024, 17.45, 63.41, 48.86, 987.59
18:39:42 15/01/2024, 17.46, 63.43, 48.87, 987.66
18:39:52 15/01/2024, 17.46, 63.44, 48.85, 987.64
18:40:02 15/01/2024, 17.47, 63.45, 48.84, 987.58
18:40:12 15/01/2024, 17.48, 63.47, 48.80, 987.59
18:40:22 15/01/2024, 17.50, 63.49, 48.79, 987.66
18:40:32 15/01/2024, 17.50, 63.49, 48.79, 987.66
18:40:42 15/01/2024, 17.47, 63.45, 48.82, 987.69
18:40:52 15/01/2024, 17.48, 63.46, 48.82, 987.67
18:41:02 15/01/2024, 17.49, 63.48, 48.82, 987.71
18:41:12 15/01/2024, 17.49, 63.48, 48.80, 987.76
18:41:22 15/01/2024, 17.50, 63.49, 48.80, 987.72
18:41:32 15/01/2024, 17.47, 63.45, 48.82, 987.69
18:41:42 15/01/2024, 17.48, 63.46, 48.83, 987.67
18:41:52 15/01/2024, 17.48, 63.47, 48.85, 987.67
18:42:02 15/01/2024, 17.50, 63.50, 48.82, 987.75
18:42:12 15/01/2024, 17.49, 63.48, 48.80, 987.74
18:42:22 15/01/2024, 17.50, 63.49, 48.81, 987.74
18:42:32 15/01/2024, 17.49, 63.48, 48.82, 987.68
18:42:42 15/01/2024, 17.50, 63.50, 48.82, 987.70
18:42:52 15/01/2024, 17.49, 63.48, 48.82, 987.68
18:43:02 15/01/2024, 17.46, 63.44, 48.88, 987.72
18:43:12 15/01/2024, 17.46, 63.44, 48.92, 987.75
18:43:22 15/01/2024, 17.46, 63.43, 48.90, 987.69
18:43:32 15/01/2024, 17.46, 63.43, 48.92, 987.72
18:43:42 15/01/2024, 17.46, 63.43, 48.94, 987.72
18:43:52 15/01/2024, 17.44, 63.39, 48.97, 987.79
18:44:02 15/01/2024, 17.44, 63.40, 48.99, 987.80
18:44:12 15/01/2024, 17.43, 63.38, 48.99, 987.68
18:44:22 15/01/2024, 17.43, 63.37, 49.01, 987.67
18:44:32 15/01/2024, 17.42, 63.36, 49.04, 987.77
18:44:42 15/01/2024, 17.42, 63.35, 49.04, 987.71
18:44:52 15/01/2024, 17.41, 63.34, 49.08, 987.72
18:45:03 15/01/2024, 17.40, 63.32, 49.11, 987.73
18:45:13 15/01/2024, 17.39, 63.31, 49.11, 987.67
18:45:23 15/01/2024, 17.40, 63.32, 49.13, 987.78
18:45:33 15/01/2024, 17.39, 63.31, 49.16, 987.72
18:45:43 15/01/2024, 17.40, 63.32, 49.17, 987.76
18:45:53 15/01/2024, 17.38, 63.28, 49.20, 987.81
18:46:03 15/01/2024, 17.36, 63.24, 49.24, 987.78
18:46:13 15/01/2024, 17.34, 63.22, 49.28, 987.72
18:46:23 15/01/2024, 17.34, 63.21, 49.31, 987.74
18:46:33 15/01/2024, 17.34, 63.21, 49.33, 987.85
18:46:43 15/01/2024, 17.34, 63.21, 49.34, 987.88
18:46:53 15/01/2024, 17.32, 63.17, 49.38, 987.77
18:47:03 15/01/2024, 17.32, 63.17, 49.38, 987.66
18:47:13 15/01/2024, 17.31, 63.15, 49.41, 987.75
18:47:23 15/01/2024, 17.30, 63.14, 49.44, 987.71
18:47:33 15/01/2024, 17.29, 63.12, 49.48, 987.77
18:47:43 15/01/2024, 17.28, 63.10, 49.50, 987.70
18:47:53 15/01/2024, 17.28, 63.10, 49.54, 987.70
18:48:03 15/01/2024, 17.27, 63.08, 49.56, 987.69
18:48:13 15/01/2024, 17.27, 63.08, 49.59, 987.74
18:48:23 15/01/2024, 17.26, 63.06, 49.62, 987.75
18:48:33 15/01/2024, 17.25, 63.04, 49.66, 987.76
18:48:43 15/01/2024, 17.24, 63.02, 49.68, 987.77
18:48:53 15/01/2024, 17.24, 63.02, 49.70, 987.75
18:49:03 15/01/2024, 17.23, 63.01, 49.71, 987.73
18:49:13 15/01/2024, 17.22, 62.99, 49.76, 987.74
18:49:23 15/01/2024, 17.20, 62.97, 49.79, 987.75
18:49:33 15/01/2024, 17.19, 62.95, 49.84, 987.74
18:49:43 15/01/2024, 17.17, 62.90, 49.89, 987.81
18:49:53 15/01/2024, 17.17, 62.91, 49.91, 987.73
18:50:03 15/01/2024, 17.17, 62.91, 49.92, 987.76
18:50:14 15/01/2024, 17.16, 62.90, 49.95, 987.69
18:50:24 15/01/2024, 17.14, 62.86, 49.98, 987.68
18:50:34 15/01/2024, 17.15, 62.87, 50.01, 987.67
18:50:44 15/01/2024, 17.14, 62.86, 50.02, 987.71
18:50:54 15/01/2024, 17.13, 62.84, 50.06, 987.70
18:51:04 15/01/2024, 17.11, 62.80, 50.10, 987.80
18:51:14 15/01/2024, 17.11, 62.79, 50.13, 987.77
18:51:24 15/01/2024, 17.10, 62.79, 50.16, 987.70
18:51:34 15/01/2024, 17.10, 62.79, 50.18, 987.65
18:51:44 15/01/2024, 17.09, 62.77, 50.20, 987.69
18:51:54 15/01/2024, 17.09, 62.76, 50.22, 987.79
18:52:04 15/01/2024, 17.07, 62.73, 50.24, 987.76
18:52:14 15/01/2024, 17.08, 62.75, 50.26, 987.73
18:52:24 15/01/2024, 17.08, 62.74, 50.29, 987.72
18:52:34 15/01/2024, 17.07, 62.73, 50.32, 987.76
18:52:44 15/01/2024, 17.06, 62.71, 50.34, 987.86
18:52:54 15/01/2024, 17.07, 62.72, 50.33, 987.78
18:53:04 15/01/2024, 17.04, 62.67, 50.38, 987.71
18:53:14 15/01/2024, 17.04, 62.68, 50.41, 987.72
18:53:24 15/01/2024, 17.03, 62.66, 50.46, 987.76
18:53:34 15/01/2024, 17.02, 62.64, 50.48, 987.71
18:53:44 15/01/2024, 17.01, 62.62, 50.51, 987.78
18:53:54 15/01/2024, 17.00, 62.59, 50.52, 987.75
18:54:04 15/01/2024, 16.99, 62.58, 50.56, 987.79
18:54:14 15/01/2024, 16.98, 62.57, 50.60, 987.76
18:54:24 15/01/2024, 16.97, 62.54, 50.63, 987.73
18:54:34 15/01/2024, 16.96, 62.53, 50.69, 987.84
18:54:44 15/01/2024, 16.96, 62.52, 50.70, 987.74
18:54:54 15/01/2024, 16.94, 62.48, 50.73, 987.77
18:55:04 15/01/2024, 16.94, 62.49, 50.77, 987.80
18:55:14 15/01/2024, 16.94, 62.49, 50.78, 987.83
18:55:24 15/01/2024, 16.94, 62.49, 50.79, 987.78
18:55:35 15/01/2024, 16.93, 62.47, 50.79, 987.76
18:55:45 15/01/2024, 16.92, 62.46, 50.84, 987.77
18:55:55 15/01/2024, 16.92, 62.46, 50.87, 987.80
18:56:05 15/01/2024, 16.90, 62.43, 50.88, 987.72
18:56:15 15/01/2024, 16.89, 62.40, 50.92, 987.91
18:56:25 15/01/2024, 16.89, 62.41, 50.94, 987.84
18:56:35 15/01/2024, 16.90, 62.42, 50.95, 987.82
18:56:45 15/01/2024, 16.88, 62.38, 50.98, 987.82
18:56:55 15/01/2024, 16.89, 62.40, 50.99, 987.89
18:57:05 15/01/2024, 16.89, 62.40, 50.98, 987.86
18:57:15 15/01/2024, 16.87, 62.37, 51.01, 987.84
18:57:25 15/01/2024, 16.89, 62.40, 51.04, 987.89
18:57:35 15/01/2024, 16.88, 62.38, 51.03, 987.87
18:57:45 15/01/2024, 16.88, 62.39, 51.04, 987.82
18:57:55 15/01/2024, 16.88, 62.39, 51.05, 987.77
18:58:05 15/01/2024, 16.89, 62.41, 51.06, 987.90
18:58:15 15/01/2024, 16.88, 62.39, 51.05, 987.80
18:58:25 15/01/2024, 16.89, 62.40, 51.05, 987.83
18:58:35 15/01/2024, 16.91, 62.44, 51.04, 987.89
18:58:45 15/01/2024, 16.91, 62.45, 51.03, 987.85
18:58:55 15/01/2024, 16.83, 62.30, 51.01, 987.66
18:59:05 15/01/2024, 16.90, 62.42, 51.06, 987.79
18:59:15 15/01/2024, 16.90, 62.42, 51.06, 987.79
18:59:25 15/01/2024, 16.90, 62.43, 51.07, 987.83
18:59:35 15/01/2024, 16.92, 62.46, 51.06, 987.91
18:59:45 15/01/2024, 16.92, 62.46, 51.07, 987.85
18:59:55 15/01/2024, 16.91, 62.45, 51.09, 987.79
19:00:05 15/01/2024, 16.93, 62.47, 51.10, 987.81
19:00:15 15/01/2024, 16.91, 62.44, 51.09, 987.89
19:00:25 15/01/2024, 16.93, 62.47, 51.06, 987.81
19:00:35 15/01/2024, 16.94, 62.49, 51.06, 987.83
19:00:45 15/01/2024, 16.95, 62.51, 51.05, 987.90
19:00:56 15/01/2024, 16.97, 62.54, 51.02, 987.93
19:01:06 15/01/2024, 16.97, 62.55, 50.99, 987.88
19:01:16 15/01/2024, 16.97, 62.55, 51.01, 987.91
19:01:26 15/01/2024, 16.98, 62.56, 50.98, 987.94
19:01:36 15/01/2024, 16.99, 62.58, 50.97, 987.88
19:01:46 15/01/2024, 17.00, 62.60, 50.94, 987.84
19:01:56 15/01/2024, 17.02, 62.64, 50.90, 987.96
19:02:06 15/01/2024, 17.03, 62.65, 50.88, 987.88
19:02:16 15/01/2024, 17.04, 62.67, 50.88, 987.90
19:02:26 15/01/2024, 17.06, 62.70, 50.85, 987.91
19:02:36 15/01/2024, 17.07, 62.72, 50.81, 987.87
19:02:46 15/01/2024, 17.08, 62.74, 50.80, 987.80
19:02:56 15/01/2024, 17.08, 62.75, 50.78, 987.89
19:03:06 15/01/2024, 17.08, 62.74, 50.79, 987.88
19:03:16 15/01/2024, 17.09, 62.76, 50.78, 987.90
19:03:26 15/01/2024, 17.09, 62.77, 50.76, 987.91
19:03:36 15/01/2024, 17.10, 62.78, 50.75, 987.91
19:03:46 15/01/2024, 17.11, 62.80, 50.71, 987.83
19:03:56 15/01/2024, 17.14, 62.85, 50.68, 987.90
19:04:06 15/01/2024, 17.15, 62.87, 50.64, 987.94
19:04:16 15/01/2024, 17.14, 62.85, 50.65, 987.87
19:04:26 15/01/2024, 17.14, 62.86, 50.62, 987.79
19:04:36 15/01/2024, 17.15, 62.88, 50.64, 987.87
19:04:46 15/01/2024, 17.16, 62.89, 50.64, 987.90
19:04:56 15/01/2024, 17.16, 62.90, 50.63, 987.85
19:05:06 15/01/2024, 17.16, 62.89, 50.64, 987.85
19:05:16 15/01/2024, 17.16, 62.90, 50.61, 987.85
19:05:26 15/01/2024, 17.16, 62.89, 50.63, 987.74
19:05:36 15/01/2024, 17.16, 62.90, 50.61, 987.91
19:05:46 15/01/2024, 17.17, 62.91, 50.60, 987.82
19:05:56 15/01/2024, 17.17, 62.91, 50.63, 987.87
19:06:06 15/01/2024, 17.18, 62.93, 50.60, 987.91
19:06:17 15/01/2024, 17.18, 62.92, 50.61, 987.88
19:06:27 15/01/2024, 17.18, 62.93, 50.62, 987.89
19:06:37 15/01/2024, 17.18, 62.93, 50.62, 987.94
19:06:47 15/01/2024, 17.18, 62.93, 50.61, 987.86
19:06:57 15/01/2024, 17.18, 62.93, 50.60, 987.86
19:07:07 15/01/2024, 17.20, 62.97, 50.59, 987.95
19:07:17 15/01/2024, 17.20, 62.97, 50.59, 987.95
19:07:27 15/01/2024, 17.20, 62.97, 50.58, 987.89
19:07:37 15/01/2024, 17.20, 62.97, 50.58, 987.89
19:07:47 15/01/2024, 17.22, 63.00, 50.57, 987.89
19:07:57 15/01/2024, 17.22, 62.99, 50.56, 987.77
19:08:07 15/01/2024, 17.22, 63.00, 50.54, 987.78
19:08:17 15/01/2024, 17.22, 63.00, 50.57, 987.86
19:08:27 15/01/2024, 17.22, 62.99, 50.56, 987.80
19:08:37 15/01/2024, 17.21, 62.98, 50.60, 987.87
19:08:47 15/01/2024, 17.19, 62.95, 50.61, 987.85
19:08:57 15/01/2024, 17.20, 62.96, 50.65, 987.80
19:09:07 15/01/2024, 17.18, 62.93, 50.69, 987.78
19:09:17 15/01/2024, 17.19, 62.95, 50.67, 987.90
19:09:27 15/01/2024, 17.18, 62.92, 50.70, 987.77
19:09:37 15/01/2024, 17.18, 62.92, 50.70, 987.88
19:09:47 15/01/2024, 17.17, 62.91, 50.74, 987.76
19:09:57 15/01/2024, 17.16, 62.90, 50.76, 987.83
19:10:07 15/01/2024, 17.16, 62.89, 50.76, 987.85
19:10:17 15/01/2024, 17.16, 62.90, 50.77, 987.80
19:10:27 15/01/2024, 17.16, 62.89, 50.78, 987.85
19:10:37 15/01/2024, 17.16, 62.90, 50.77, 987.80
19:10:47 15/01/2024, 17.16, 62.90, 50.79, 987.85
19:10:57 15/01/2024, 17.16, 62.90, 50.82, 987.85
19:11:07 15/01/2024, 17.15, 62.88, 50.84, 987.87
19:11:17 15/01/2024, 17.15, 62.88, 50.86, 987.84
19:11:27 15/01/2024, 17.14, 62.86, 50.85, 987.82
19:11:38 15/01/2024, 17.14, 62.85, 50.89, 987.84
19:11:48 15/01/2024, 17.13, 62.84, 50.91, 987.92
19:11:58 15/01/2024, 17.13, 62.84, 50.93, 987.92
19:12:08 15/01/2024, 17.12, 62.82, 50.92, 987.90
19:12:18 15/01/2024, 17.11, 62.80, 50.98, 987.91
19:12:28 15/01/2024, 17.10, 62.79, 51.00, 987.84
19:12:38 15/01/2024, 17.10, 62.79, 51.01, 987.95
19:12:48 15/01/2024, 17.10, 62.78, 51.02, 987.91
19:12:58 15/01/2024, 17.08, 62.75, 51.03, 987.84
19:13:08 15/01/2024, 17.08, 62.75, 51.07, 987.89
19:13:18 15/01/2024, 17.08, 62.74, 51.09, 987.86
19:13:28 15/01/2024, 17.07, 62.73, 51.11, 987.87
19:13:38 15/01/2024, 17.07, 62.73, 51.13, 987.85
19:13:48 15/01/2024, 17.07, 62.73, 51.16, 987.96
19:13:58 15/01/2024, 17.07, 62.72, 51.16, 987.95
19:14:08 15/01/2024, 17.06, 62.70, 51.19, 987.88
19:14:18 15/01/2024, 17.05, 62.69, 51.22, 987.84
19:14:28 15/01/2024, 17.03, 62.66, 51.24, 987.87
19:14:38 15/01/2024, 17.03, 62.66, 51.28, 987.87
19:14:48 15/01/2024, 17.03, 62.66, 51.29, 987.87
19:14:58 15/01/2024, 17.02, 62.64, 51.32, 987.88
19:15:08 15/01/2024, 17.02, 62.63, 51.31, 987.95
19:15:18 15/01/2024, 17.02, 62.63, 51.34, 987.95
19:15:28 15/01/2024, 17.01, 62.62, 51.35, 987.89
19:15:38 15/01/2024, 17.00, 62.59, 51.39, 987.92
19:15:48 15/01/2024, 16.98, 62.57, 51.43, 987.92
19:15:58 15/01/2024, 16.97, 62.55, 51.43, 987.80
19:16:08 15/01/2024, 16.96, 62.53, 51.45, 987.86
19:16:18 15/01/2024, 16.95, 62.51, 51.51, 987.85
19:16:28 15/01/2024, 16.95, 62.51, 51.53, 987.90
19:16:38 15/01/2024, 16.95, 62.51, 51.53, 987.85
19:16:49 15/01/2024, 16.94, 62.49, 51.56, 987.86
19:16:59 15/01/2024, 16.93, 62.47, 51.57, 987.81
19:17:09 15/01/2024, 16.93, 62.47, 51.59, 987.90
19:17:19 15/01/2024, 16.93, 62.47, 51.59, 987.87
19:17:29 15/01/2024, 16.91, 62.45, 51.62, 987.93
19:17:39 15/01/2024, 16.93, 62.47, 51.62, 987.89
19:17:49 15/01/2024, 16.91, 62.45, 51.64, 987.90
19:17:59 15/01/2024, 16.91, 62.44, 51.64, 987.89
19:18:09 15/01/2024, 16.90, 62.43, 51.67, 987.91
19:18:19 15/01/2024, 16.91, 62.44, 51.67, 987.86
19:18:29 15/01/2024, 16.91, 62.45, 51.66, 987.87
19:18:39 15/01/2024, 16.90, 62.42, 51.67, 987.88
19:18:49 15/01/2024, 16.91, 62.45, 51.69, 987.90
19:18:59 15/01/2024, 16.91, 62.44, 51.70, 987.89
19:19:09 15/01/2024, 16.91, 62.44, 51.66, 987.95
19:19:19 15/01/2024, 16.93, 62.47, 51.67, 987.95
19:19:29 15/01/2024, 16.93, 62.47, 51.65, 987.92
19:19:39 15/01/2024, 16.93, 62.47, 51.63, 987.92
19:19:49 15/01/2024, 16.92, 62.46, 51.65, 987.96
19:19:59 15/01/2024, 16.94, 62.48, 51.64, 987.99
19:20:09 15/01/2024, 16.93, 62.47, 51.65, 987.87
19:20:19 15/01/2024, 16.94, 62.48, 51.62, 987.93
19:20:29 15/01/2024, 16.94, 62.49, 51.61, 987.86
19:20:39 15/01/2024, 16.94, 62.48, 51.63, 987.88
19:20:49 15/01/2024, 16.96, 62.52, 51.60, 987.94
19:20:59 15/01/2024, 16.98, 62.56, 51.56, 987.89
19:21:09 15/01/2024, 16.97, 62.55, 51.55, 987.91
19:21:19 15/01/2024, 16.98, 62.56, 51.54, 987.89
19:21:29 15/01/2024, 16.99, 62.58, 51.54, 987.86
19:21:39 15/01/2024, 16.98, 62.57, 51.53, 987.84
19:21:49 15/01/2024, 17.00, 62.60, 51.53, 987.84
19:21:59 15/01/2024, 16.99, 62.58, 51.51, 987.91
19:22:10 15/01/2024, 17.00, 62.60, 51.50, 987.90
19:22:20 15/01/2024, 17.01, 62.62, 51.49, 987.89
19:22:30 15/01/2024, 17.00, 62.60, 51.50, 987.95
19:22:40 15/01/2024, 17.02, 62.63, 51.48, 987.81
19:22:50 15/01/2024, 17.04, 62.67, 51.46, 987.90
19:23:00 15/01/2024, 17.05, 62.68, 51.44, 987.89
19:23:10 15/01/2024, 17.06, 62.70, 51.43, 987.91
19:23:20 15/01/2024, 17.07, 62.72, 51.40, 987.95
19:23:30 15/01/2024, 17.07, 62.73, 51.37, 987.87
19:23:40 15/01/2024, 17.08, 62.74, 51.35, 987.97
19:23:50 15/01/2024, 17.08, 62.75, 51.36, 988.00
19:24:00 15/01/2024, 17.07, 62.73, 51.36, 987.98
19:24:10 15/01/2024, 17.07, 62.73, 51.35, 988.07
19:24:20 15/01/2024, 17.10, 62.78, 51.34, 987.94
19:24:30 15/01/2024, 17.10, 62.78, 51.31, 988.00
19:24:40 15/01/2024, 17.12, 62.81, 51.29, 988.03
19:24:50 15/01/2024, 17.11, 62.80, 51.26, 988.02
19:25:00 15/01/2024, 17.12, 62.81, 51.26, 988.03
19:25:10 15/01/2024, 17.13, 62.84, 51.26, 988.03
19:25:20 15/01/2024, 17.12, 62.82, 51.22, 988.07
19:25:30 15/01/2024, 17.12, 62.82, 51.23, 987.98
19:25:40 15/01/2024, 17.13, 62.84, 51.23, 988.03
19:25:50 15/01/2024, 17.13, 62.84, 51.24, 988.08
19:26:00 15/01/2024, 17.13, 62.84, 51.22, 988.03
19:26:10 15/01/2024, 17.13, 62.84, 51.21, 988.05
19:26:20 15/01/2024, 17.11, 62.80, 51.24, 987.99
19:26:30 15/01/2024, 17.13, 62.84, 51.24, 988.00
19:26:40 15/01/2024, 17.13, 62.84, 51.23, 988.03
19:26:50 15/01/2024, 17.13, 62.84, 51.22, 987.97
19:27:00 15/01/2024, 17.13, 62.84, 51.21, 988.05
19:27:10 15/01/2024, 17.13, 62.83, 51.23, 987.99
19:27:20 15/01/2024, 17.13, 62.84, 51.22, 988.00
19:27:31 15/01/2024, 17.14, 62.85, 51.23, 988.03
19:27:41 15/01/2024, 17.14, 62.85, 51.23, 988.09
19:27:51 15/01/2024, 17.13, 62.84, 51.23, 988.08
19:28:01 15/01/2024, 17.13, 62.84, 51.22, 988.11
19:28:11 15/01/2024, 17.14, 62.85, 51.22, 988.03
19:28:21 15/01/2024, 17.15, 62.87, 51.24, 988.08
19:28:31 15/01/2024, 17.13, 62.84, 51.24, 988.05
19:28:41 15/01/2024, 17.12, 62.82, 51.25, 987.93
19:28:51 15/01/2024, 17.11, 62.80, 51.26, 987.94
19:29:01 15/01/2024, 17.13, 62.83, 51.26, 987.94
19:29:11 15/01/2024, 17.13, 62.84, 51.25, 988.00
19:29:21 15/01/2024, 17.14, 62.85, 51.25, 988.01
19:29:31 15/01/2024, 17.13, 62.84, 51.26, 988.03
19:29:41 15/01/2024, 17.13, 62.84, 51.27, 988.08
19:29:51 15/01/2024, 17.13, 62.84, 51.26, 988.08
19:30:01 15/01/2024, 17.13, 62.83, 51.27, 988.10
19:30:11 15/01/2024, 17.13, 62.84, 51.27, 988.05
19:30:21 15/01/2024, 17.11, 62.80, 51.30, 988.05
19:30:31 15/01/2024, 17.11, 62.80, 51.31, 987.94
19:30:41 15/01/2024, 17.10, 62.79, 51.34, 988.03
19:30:51 15/01/2024, 17.09, 62.77, 51.38, 988.07
19:31:01 15/01/2024, 17.09, 62.76, 51.40, 988.04
19:31:11 15/01/2024, 17.07, 62.73, 51.43, 988.01
19:31:21 15/01/2024, 17.07, 62.73, 51.42, 988.01
19:31:31 15/01/2024, 17.08, 62.75, 51.45, 988.06
19:31:41 15/01/2024, 17.07, 62.73, 51.45, 987.98
19:31:51 15/01/2024, 17.07, 62.72, 51.48, 988.03
19:32:01 15/01/2024, 17.06, 62.71, 51.49, 988.08
19:32:11 15/01/2024, 17.06, 62.71, 51.49, 988.02
19:32:21 15/01/2024, 17.06, 62.71, 51.51, 988.02
19:32:31 15/01/2024, 17.05, 62.69, 51.51, 988.06
19:32:42 15/01/2024, 17.05, 62.69, 51.53, 988.01
19:32:52 15/01/2024, 17.05, 62.68, 51.56, 988.00
19:33:02 15/01/2024, 17.05, 62.68, 51.56, 988.00
19:33:12 15/01/2024, 17.04, 62.67, 51.57, 987.93
19:33:22 15/01/2024, 17.03, 62.66, 51.59, 987.92
19:33:32 15/01/2024, 17.03, 62.65, 51.59, 987.91
19:33:42 15/01/2024, 17.02, 62.64, 51.59, 987.96
19:33:52 15/01/2024, 17.02, 62.64, 51.62, 987.99
19:34:02 15/01/2024, 17.02, 62.64, 51.64, 987.99
19:34:12 15/01/2024, 17.01, 62.61, 51.68, 987.99
19:34:22 15/01/2024, 17.00, 62.59, 51.70, 988.03
19:34:32 15/01/2024, 17.00, 62.59, 51.70, 987.95
19:34:42 15/01/2024, 16.97, 62.55, 51.75, 987.93
19:34:52 15/01/2024, 16.96, 62.53, 51.79, 987.92
19:35:02 15/01/2024, 16.97, 62.55, 51.79, 987.99
19:35:12 15/01/2024, 16.95, 62.50, 51.83, 988.00
19:35:22 15/01/2024, 16.95, 62.51, 51.83, 988.07
19:35:32 15/01/2024, 16.95, 62.50, 51.84, 988.03
19:35:42 15/01/2024, 16.94, 62.49, 51.88, 988.08
19:35:52 15/01/2024, 16.93, 62.47, 51.87, 988.11
19:36:02 15/01/2024, 16.91, 62.44, 51.92, 988.11
19:36:12 15/01/2024, 16.92, 62.46, 51.94, 988.07
19:36:22 15/01/2024, 16.90, 62.43, 51.93, 988.05
19:36:32 15/01/2024, 16.90, 62.43, 51.97, 988.16
19:36:42 15/01/2024, 16.89, 62.41, 52.00, 988.12
19:36:52 15/01/2024, 16.88, 62.39, 52.00, 988.15
19:37:02 15/01/2024, 16.88, 62.39, 52.03, 988.13
19:37:12 15/01/2024, 16.87, 62.36, 52.06, 988.19
19:37:22 15/01/2024, 16.86, 62.36, 52.06, 988.20
19:37:32 15/01/2024, 16.87, 62.36, 52.06, 988.21
19:37:42 15/01/2024, 16.87, 62.36, 52.07, 988.21
19:37:52 15/01/2024, 16.86, 62.35, 52.09, 988.14
19:38:03 15/01/2024, 16.85, 62.33, 52.11, 988.21
19:38:13 15/01/2024, 16.84, 62.31, 52.15, 988.22
19:38:23 15/01/2024, 16.83, 62.30, 52.16, 988.29
19:38:33 15/01/2024, 16.83, 62.29, 52.17, 988.29
19:38:43 15/01/2024, 16.83, 62.30, 52.18, 988.27
